question_id,technique,rank,query,expected_answer,expected_source_file,retrieved_source_file,source_match,store_score,cosine_similarity,chunk_length,preview,node_id,retrieval_latency_ms
q3,token,1,What factors should sponsors consider when developing a risk-based monitoring plan for a clinical investigation?,"Sponsors should consider the study's critical data and processes, protocol complexity, types of endpoints, study population, investigator experience, site performance, electronic systems, and risks to participant safety and data reliability.",fda_risk_based_monitoring.txt,fda_risk_based_monitoring.txt,True,0.7347738279303526,0.7347738279303526,1664,"the sponsor as critical data, because a small error rate in those variables would not affect the outcome of the trial. In the absence of information indicating...",56306488-0eb1-42d4-a609-f19eaac3f64a,25.482799999736017
q3,token,2,What factors should sponsors consider when developing a risk-based monitoring plan for a clinical investigation?,"Sponsors should consider the study's critical data and processes, protocol complexity, types of endpoints, study population, investigator experience, site performance, electronic systems, and risks to participant safety and data reliability.",fda_risk_based_monitoring.txt,fda_risk_based_monitoring.txt,True,0.711016790526594,0.711016790526594,2593,". 16 CPGM 7348.811: Clinical Investigators and Sponsor-Investigators (December 8, 2008), available at: http://www.fda.gov/ICECI/EnforcementActions/BioresearchMo...",bdd3ec60-a3b9-40c1-a9bb-20bd2aa0f59f,25.482799999736017
q3,token,3,What factors should sponsors consider when developing a risk-based monitoring plan for a clinical investigation?,"Sponsors should consider the study's critical data and processes, protocol complexity, types of endpoints, study population, investigator experience, site performance, electronic systems, and risks to participant safety and data reliability.",fda_risk_based_monitoring.txt,fda_risk_based_monitoring.txt,True,0.7041159379621431,0.7041159379621431,2517,"and processes most merit consideration during risk assessment, to ensure that monitoring efforts are focused on preventing or mitigating important and likely so...",da9cf77e-e44d-4b84-a2bb-c06dd1f821a7,25.482799999736017
q3,token,4,What factors should sponsors consider when developing a risk-based monitoring plan for a clinical investigation?,"Sponsors should consider the study's critical data and processes, protocol complexity, types of endpoints, study population, investigator experience, site performance, electronic systems, and risks to participant safety and data reliability.",fda_risk_based_monitoring.txt,fda_risk_based_monitoring.txt,True,0.6986360437079405,0.6986360437079405,2667,"data error rates, protocol violations) in real-time could help identify potentially higher risk sites for the purpose of targeting sites in need of more intensi...",fc53f2f8-605c-4029-8851-c66627830598,25.482799999736017
q3,token,5,What factors should sponsors consider when developing a risk-based monitoring plan for a clinical investigation?,"Sponsors should consider the study's critical data and processes, protocol complexity, types of endpoints, study population, investigator experience, site performance, electronic systems, and risks to participant safety and data reliability.",fda_risk_based_monitoring.txt,fda_risk_based_monitoring.txt,True,0.6727356782843422,0.6727356782843422,2666,other documents referenced in the monitoring plan). --- Page 18 --- Contains Nonbinding Recommendations 15 Sponsors of device studies wishing to solicit feedbac...,4b071af7-3e05-4b9f-a1e2-1e56de7f3014,25.482799999736017
q4,token,1,Why can risk-based monitoring be more useful than relying only on routine visits and complete source-data verification?,Risk-based monitoring directs attention and resources toward the data and processes most important to participant safety and reliable study results instead of treating every data element and site as equally risky.,fda_risk_based_monitoring.txt,fda_risk_based_monitoring.txt,True,0.6112361042170915,0.6112361042170915,2593,". 16 CPGM 7348.811: Clinical Investigators and Sponsor-Investigators (December 8, 2008), available at: http://www.fda.gov/ICECI/EnforcementActions/BioresearchMo...",bdd3ec60-a3b9-40c1-a9bb-20bd2aa0f59f,22.445099999458762
q4,token,2,Why can risk-based monitoring be more useful than relying only on routine visits and complete source-data verification?,Risk-based monitoring directs attention and resources toward the data and processes most important to participant safety and reliable study results instead of treating every data element and site as equally risky.,fda_risk_based_monitoring.txt,fda_risk_based_monitoring.txt,True,0.5629424654517924,0.5629424654517924,2504,"visits to higher risk CIs (e.g., where centralized monitoring suggests problems at a site); and frequent, comprehensive on-site visits to all CI sites by sponso...",c0414edb-555e-478c-aeff-1ee6cda91ca8,22.445099999458762
q4,token,3,Why can risk-based monitoring be more useful than relying only on routine visits and complete source-data verification?,Risk-based monitoring directs attention and resources toward the data and processes most important to participant safety and reliable study results instead of treating every data element and site as equally risky.,fda_risk_based_monitoring.txt,fda_risk_based_monitoring.txt,True,0.5614580780553288,0.5614580780553288,2694,"random review of certain data (less than 100% data verification)) of monitoring activities will depend to some degree on a range of factors, considered during t...",76ef47fa-722b-4aaf-b367-d90c8960f6cb,22.445099999458762
q4,token,4,Why can risk-based monitoring be more useful than relying only on routine visits and complete source-data verification?,Risk-based monitoring directs attention and resources toward the data and processes most important to participant safety and reliable study results instead of treating every data element and site as equally risky.,fda_risk_based_monitoring.txt,fda_risk_based_monitoring.txt,True,0.5426696380982924,0.5426696380982924,2667,"data error rates, protocol violations) in real-time could help identify potentially higher risk sites for the purpose of targeting sites in need of more intensi...",fc53f2f8-605c-4029-8851-c66627830598,22.445099999458762
q4,token,5,Why can risk-based monitoring be more useful than relying only on routine visits and complete source-data verification?,Risk-based monitoring directs attention and resources toward the data and processes most important to participant safety and reliable study results instead of treating every data element and site as equally risky.,fda_risk_based_monitoring.txt,fda_risk_based_monitoring.txt,True,0.5401089747757527,0.5401089747757527,2586,"audits of monitoring to ensure that sponsor and CRO staff conduct monitoring activities in accordance with the monitoring plan, applicable regulations, guidance...",a6d1293d-b165-4abd-ab5f-55821abb9686,22.445099999458762
q5,token,1,Why must clinical-trial researchers account for multiplicity when a study evaluates multiple endpoints?,"Testing multiple endpoints creates multiple opportunities for a false-positive conclusion and can inflate the overall Type I error rate, so the study's statistical analysis should use an appropriate multiplicity-control strategy.",fda_clinical_trial_endpoints.txt,fda_clinical_trial_endpoints.txt,True,0.7040640798808971,0.7040640798808971,2625,"a single endpoint or effects should be demonstrated on multiple endpoints. In other cases, an effect on any of several endpoints could be sufficient to support...",3fe82946-0a6d-4419-bf84-3b7aa4bcbfc7,27.84089999840944
q5,token,2,Why must clinical-trial researchers account for multiplicity when a study evaluates multiple endpoints?,"Testing multiple endpoints creates multiple opportunities for a false-positive conclusion and can inflate the overall Type I error rate, so the study's statistical analysis should use an appropriate multiplicity-control strategy.",fda_clinical_trial_endpoints.txt,fda_clinical_trial_endpoints.txt,True,0.6477033529493307,0.6477033529493307,2571,"i.e., the likelihood of the study failing to support a conclusion of a favorable drug effect when such an effect existed (the Type II error rate) would be 36%....",c907fb3c-367d-41d4-bc24-20306b284fe3,27.84089999840944
q5,token,3,Why must clinical-trial researchers account for multiplicity when a study evaluates multiple endpoints?,"Testing multiple endpoints creates multiple opportunities for a false-positive conclusion and can inflate the overall Type I error rate, so the study's statistical analysis should use an appropriate multiplicity-control strategy.",fda_clinical_trial_endpoints.txt,fda_clinical_trial_endpoints.txt,True,0.6317541906918251,0.6317541906918251,2690,"trials are usually grouped hierarchically, often according to their clinical importance, but also taking into consideration the expected frequency of the endpoi...",8120cf09-28ac-467f-a540-603709eda170,27.84089999840944
q5,token,4,Why must clinical-trial researchers account for multiplicity when a study evaluates multiple endpoints?,"Testing multiple endpoints creates multiple opportunities for a false-positive conclusion and can inflate the overall Type I error rate, so the study's statistical analysis should use an appropriate multiplicity-control strategy.",fda_clinical_trial_endpoints.txt,fda_clinical_trial_endpoints.txt,True,0.6286005235496859,0.6286005235496859,2530,"to correctly understanding the clinical effects of the drug. Consequently, analysis of the study results on the individual components is usually important but,...",71825694-2794-4c2c-80de-cfcd7756a449,27.84089999840944
q5,token,5,Why must clinical-trial researchers account for multiplicity when a study evaluates multiple endpoints?,"Testing multiple endpoints creates multiple opportunities for a false-positive conclusion and can inflate the overall Type I error rate, so the study's statistical analysis should use an appropriate multiplicity-control strategy.",fda_clinical_trial_endpoints.txt,fda_clinical_trial_endpoints.txt,True,0.620196653284645,0.620196653284645,2650,"affected, however, if there is limited concordance among the endpoints. Although multi-component endpoints can provide some gains in efficiency compared to co-...",74fc9e12-1ba1-4e5f-af57-8dbc3625be26,27.84089999840944
q6,token,1,What should a clinical-trial sponsor do to protect participants and ensure that study results are reliable?,The sponsor should use a risk-based monitoring approach that focuses oversight on the critical data and processes most important to participant safety and the reliability of the trial results.,fda_risk_based_monitoring.txt,fda_risk_based_monitoring.txt,True,0.6294951812927126,0.6294951812927126,1664,"the sponsor as critical data, because a small error rate in those variables would not affect the outcome of the trial. In the absence of information indicating...",56306488-0eb1-42d4-a609-f19eaac3f64a,26.850999998714542
q6,token,2,What should a clinical-trial sponsor do to protect participants and ensure that study results are reliable?,The sponsor should use a risk-based monitoring approach that focuses oversight on the critical data and processes most important to participant safety and the reliability of the trial results.,fda_risk_based_monitoring.txt,fda_risk_based_monitoring.txt,True,0.5872514673168417,0.5872514673168417,2675,"clinical trials have grown dramatically. These changes create new challenges to clinical trial oversight, particularly increased variability in clinical investi...",1be4e256-3136-4079-a34c-1dc0fdf14310,26.850999998714542
q6,token,3,What should a clinical-trial sponsor do to protect participants and ensure that study results are reliable?,The sponsor should use a risk-based monitoring approach that focuses oversight on the critical data and processes most important to participant safety and the reliability of the trial results.,fda_risk_based_monitoring.txt,fda_risk_based_monitoring.txt,True,0.5812716292597415,0.5812716292597415,2588,"VI. ADDITIONAL STRATEGIES TO ENSURE STUDY QUALITY Although the focus of this guidance is on monitoring the oversight and conduct of, and reporting of data from,...",02fbaa23-9aa7-4851-9596-c6288b4e4820,26.850999998714542
q6,token,4,What should a clinical-trial sponsor do to protect participants and ensure that study results are reliable?,The sponsor should use a risk-based monitoring approach that focuses oversight on the critical data and processes most important to participant safety and the reliability of the trial results.,fda_risk_based_monitoring.txt,fda_risk_based_monitoring.txt,True,0.5535103207165541,0.5535103207165541,2438,"312.50 requires a sponsor to, among other things, ensure “proper monitoring of the investigation(s)” and “that the investigation(s) is conducted in accordance w...",2949a4a9-eefe-4a8e-85e7-42f182b12f99,26.850999998714542
q6,token,5,What should a clinical-trial sponsor do to protect participants and ensure that study results are reliable?,The sponsor should use a risk-based monitoring approach that focuses oversight on the critical data and processes most important to participant safety and the reliability of the trial results.,fda_risk_based_monitoring.txt,fda_informed_consent.txt,False,0.5352912589254775,0.5352912589254775,2495,"information is available. For clinical investigations involving the comparison of an investigational product to one or more standards of care, it may be accepta...",c2a9cb0d-e0f7-48cf-b191-d16ea52f61a9,26.850999998714542
q1,semantic,1,Why is informed consent considered an ongoing process rather than only obtaining a participant's signature?,"Informed consent requires giving prospective participants adequate information, helping them understand it, allowing questions and time for consideration, obtaining voluntary agreement, and continuing to provide relevant information throughout the clinical investigation.",fda_informed_consent.txt,fda_informed_consent.txt,True,0.5736271236959389,0.5736271236959389,15555,"3. Requirement for Dating Consent Form In addition to signing the consent form, the subject or the subject’s LAR must enter the date of signature on the form (2...",ee6329a7-af8c-45cb-85ff-91434c09bb72,20.09860000180197
q1,semantic,2,Why is informed consent considered an ongoing process rather than only obtaining a participant's signature?,"Informed consent requires giving prospective participants adequate information, helping them understand it, allowing questions and time for consideration, obtaining voluntary agreement, and continuing to provide relevant information throughout the clinical investigation.",fda_informed_consent.txt,fda_informed_consent.txt,True,0.5541132503438717,0.5541132503438717,3507,--- Page 38 --- Contains Nonbinding Recommendations 33 2. Review of the Consent Process The investigator should notify the IRB of the consent process to be used...,4721fb91-f01f-4a88-b4de-5bbdb7e859e9,20.09860000180197
q1,semantic,3,Why is informed consent considered an ongoing process rather than only obtaining a participant's signature?,"Informed consent requires giving prospective participants adequate information, helping them understand it, allowing questions and time for consideration, obtaining voluntary agreement, and continuing to provide relevant information throughout the clinical investigation.",fda_informed_consent.txt,fda_informed_consent.txt,True,0.5379009364470485,0.5379009364470485,1764,6. What should be considered when enrolling subjects with low literacy and numeracy? Although a competent person who does not read and write well can give infor...,e946d0dd-1248-462a-986e-19fb502d368a,20.09860000180197
q1,semantic,4,Why is informed consent considered an ongoing process rather than only obtaining a participant's signature?,"Informed consent requires giving prospective participants adequate information, helping them understand it, allowing questions and time for consideration, obtaining voluntary agreement, and continuing to provide relevant information throughout the clinical investigation.",fda_informed_consent.txt,fda_informed_consent.txt,True,0.5134223458810471,0.5134223458810471,9572,"You can search this Web site at any time.” (21 CFR 50.25(c)) All informed consent forms for “applicable clinical trials”42 initiated on or after March 7, 2012,...",a8da4a39-f53a-4adb-8b42-6cc8cca8aeac,20.09860000180197
q1,semantic,5,Why is informed consent considered an ongoing process rather than only obtaining a participant's signature?,"Informed consent requires giving prospective participants adequate information, helping them understand it, allowing questions and time for consideration, obtaining voluntary agreement, and continuing to provide relevant information throughout the clinical investigation.",fda_informed_consent.txt,fda_informed_consent.txt,True,0.5007717239383983,0.5007717239383983,2225,"However, the person(s) obtaining the prospective subject’s consent should be able to discuss available alternatives and answer the prospective subject’s questio...",a73afb3c-1f8e-4ed0-a3b2-68d9dd869b75,20.09860000180197
q2,semantic,1,What protections must be present when an investigator obtains informed consent from a clinical-trial participant?,"Consent must be obtained under circumstances that provide sufficient opportunity to decide, minimize coercion or undue influence, use understandable language, and avoid language that waives the participant's legal rights or releases others from liability for negligence.",fda_informed_consent.txt,fda_informed_consent.txt,True,0.7044284935294574,0.7044284935294574,1673,"Number of Subjects The approximate number of subjects involved in the study. (21 CFR 50.25(b)(6)) When appropriate, the informed consent process must state the...",7615eb3b-23b7-4afb-8a77-24e660815022,23.63159999731579
q2,semantic,2,What protections must be present when an investigator obtains informed consent from a clinical-trial participant?,"Consent must be obtained under circumstances that provide sufficient opportunity to decide, minimize coercion or undue influence, use understandable language, and avoid language that waives the participant's legal rights or releases others from liability for negligence.",fda_informed_consent.txt,fda_informed_consent.txt,True,0.6922047931203964,0.6922047931203964,2225,"However, the person(s) obtaining the prospective subject’s consent should be able to discuss available alternatives and answer the prospective subject’s questio...",a73afb3c-1f8e-4ed0-a3b2-68d9dd869b75,23.63159999731579
q2,semantic,3,What protections must be present when an investigator obtains informed consent from a clinical-trial participant?,"Consent must be obtained under circumstances that provide sufficient opportunity to decide, minimize coercion or undue influence, use understandable language, and avoid language that waives the participant's legal rights or releases others from liability for negligence.",fda_informed_consent.txt,fda_informed_consent.txt,True,0.6810170294019731,0.6810170294019731,17277,How can informed consent be obtained through electronic methods? .................................. 54 11. Can a subject participate in more than one clinical i...,6093028d-d775-4a7d-a8a4-eb6ba24801ac,23.63159999731579
q2,semantic,4,What protections must be present when an investigator obtains informed consent from a clinical-trial participant?,"Consent must be obtained under circumstances that provide sufficient opportunity to decide, minimize coercion or undue influence, use understandable language, and avoid language that waives the participant's legal rights or releases others from liability for negligence.",fda_informed_consent.txt,fda_informed_consent.txt,True,0.6615087771099263,0.6615087771099263,18433,"at 56179. --- Page 39 --- Contains Nonbinding Recommendations 34 the treating physician for a prospective subject, when the person conducting the consent interv...",fa54eb46-7ef2-4ec6-bd60-06f7d8146360,23.63159999731579
q2,semantic,5,What protections must be present when an investigator obtains informed consent from a clinical-trial participant?,"Consent must be obtained under circumstances that provide sufficient opportunity to decide, minimize coercion or undue influence, use understandable language, and avoid language that waives the participant's legal rights or releases others from liability for negligence.",fda_informed_consent.txt,fda_informed_consent.txt,True,0.6610080808911982,0.6610080808911982,2529,Number of Subjects...................................................................................................................... 23 D. Element of Inform...,244560cb-4153-492a-9e66-99f8c0856d7b,23.63159999731579
q3,semantic,1,What factors should sponsors consider when developing a risk-based monitoring plan for a clinical investigation?,"Sponsors should consider the study's critical data and processes, protocol complexity, types of endpoints, study population, investigator experience, site performance, electronic systems, and risks to participant safety and data reliability.",fda_risk_based_monitoring.txt,fda_risk_based_monitoring.txt,True,0.6460493879978698,0.6460493879978698,24850,0: 1-9 (2012). --- Page 14 --- Contains Nonbinding Recommendations 11 include a mix of centralized and on-site monitoring practices. The monitoring plan should...,ec83817f-b9ee-4cf6-b0f1-cfc52f2f9698,22.31210000172723
q3,semantic,2,What factors should sponsors consider when developing a risk-based monitoring plan for a clinical investigation?,"Sponsors should consider the study's critical data and processes, protocol complexity, types of endpoints, study population, investigator experience, site performance, electronic systems, and risks to participant safety and data reliability.",fda_risk_based_monitoring.txt,fda_risk_based_monitoring.txt,True,0.6317155111885202,0.6317155111885202,6320,It does not create or confer any rights for or on any person and does not operate to bind FDA or the public. You can use an alternative approach if the approach...,11895ef3-1092-424a-8f39-34c4b63eee7f,22.31210000172723
q3,semantic,3,What factors should sponsors consider when developing a risk-based monitoring plan for a clinical investigation?,"Sponsors should consider the study's critical data and processes, protocol complexity, types of endpoints, study population, investigator experience, site performance, electronic systems, and risks to participant safety and data reliability.",fda_risk_based_monitoring.txt,fda_risk_based_monitoring.txt,True,0.6269664975942929,0.6269664975942929,3849,360: 816-823 (2009). --- Page 6 --- Contains Nonbinding Recommendations 3 We are aware that the term monitoring is used in different ways in the clinical trial...,92663d5f-96c3-46da-953b-e1d75466f626,22.31210000172723
q3,semantic,4,What factors should sponsors consider when developing a risk-based monitoring plan for a clinical investigation?,"Sponsors should consider the study's critical data and processes, protocol complexity, types of endpoints, study population, investigator experience, site performance, electronic systems, and risks to participant safety and data reliability.",fda_risk_based_monitoring.txt,fda_risk_based_monitoring.txt,True,0.6083012035245086,0.6083012035245086,2499,"9 Id. --- Page 7 --- Contains Nonbinding Recommendations 4 Study of Infarct Survival) trials,10 and GISSI11), which had no regular on-site monitoring and used p...",d3d28393-6495-4116-b86c-b47d9be021a2,22.31210000172723
q3,semantic,5,What factors should sponsors consider when developing a risk-based monitoring plan for a clinical investigation?,"Sponsors should consider the study's critical data and processes, protocol complexity, types of endpoints, study population, investigator experience, site performance, electronic systems, and risks to participant safety and data reliability.",fda_risk_based_monitoring.txt,fda_risk_based_monitoring.txt,True,0.5951902340854316,0.5951902340854316,7139,"28 Collins, Rory. (2010, October) Quality Design of Clinical Trials. Presentation at CTTI work stream 3 expert meeting. Available at: https://www.ctti-clinicalt...",79a73303-b25f-471f-8d5b-b04c2f3409fe,22.31210000172723
q4,semantic,1,Why can risk-based monitoring be more useful than relying only on routine visits and complete source-data verification?,Risk-based monitoring directs attention and resources toward the data and processes most important to participant safety and reliable study results instead of treating every data element and site as equally risky.,fda_risk_based_monitoring.txt,fda_risk_based_monitoring.txt,True,0.5067127306294462,0.5067127306294462,9470,25 Bakobaki et al. The Potential for Central Monitoring Techniques to Replace On- Site Monitoring: Findings from an International Multi-Centre Clinical Trial. C...,f47b991e-fa7e-44ca-9ec5-5c85bc606e27,24.594400001660688
q4,semantic,2,Why can risk-based monitoring be more useful than relying only on routine visits and complete source-data verification?,Risk-based monitoring directs attention and resources toward the data and processes most important to participant safety and reliable study results instead of treating every data element and site as equally risky.,fda_risk_based_monitoring.txt,fda_risk_based_monitoring.txt,True,0.5045663328272902,0.5045663328272902,24850,0: 1-9 (2012). --- Page 14 --- Contains Nonbinding Recommendations 11 include a mix of centralized and on-site monitoring practices. The monitoring plan should...,ec83817f-b9ee-4cf6-b0f1-cfc52f2f9698,24.594400001660688
q4,semantic,3,Why can risk-based monitoring be more useful than relying only on routine visits and complete source-data verification?,Risk-based monitoring directs attention and resources toward the data and processes most important to participant safety and reliable study results instead of treating every data element and site as equally risky.,fda_risk_based_monitoring.txt,fda_risk_based_monitoring.txt,True,0.49147519516126986,0.49147515098041755,268,"20 Tantsyura et al. Risk-Based Source Data Verification Approaches: Pros and Cons. Drug Inf J. 44: 745-756 (2010). 21 Usher, R. PhRMA BioResearch Monitoring Com...",726faf48-535a-4aff-93fc-c4fef82e66f5,24.594400001660688
q4,semantic,4,Why can risk-based monitoring be more useful than relying only on routine visits and complete source-data verification?,Risk-based monitoring directs attention and resources toward the data and processes most important to participant safety and reliable study results instead of treating every data element and site as equally risky.,fda_risk_based_monitoring.txt,fda_risk_based_monitoring.txt,True,0.4747688133376672,0.47476874326280755,141,22 Baigent et al. Ensuring Trial Validity by Data Quality Assurance and Diversification of Monitoring Methods. Clin Trials. 5: 49-55 (2008).,caf6d9b4-1021-4c51-95b6-cddc415f5fc4,24.594400001660688
q4,semantic,5,Why can risk-based monitoring be more useful than relying only on routine visits and complete source-data verification?,Risk-based monitoring directs attention and resources toward the data and processes most important to participant safety and reliable study results instead of treating every data element and site as equally risky.,fda_risk_based_monitoring.txt,fda_risk_based_monitoring.txt,True,0.40032311745989624,0.40032311745989624,7139,"28 Collins, Rory. (2010, October) Quality Design of Clinical Trials. Presentation at CTTI work stream 3 expert meeting. Available at: https://www.ctti-clinicalt...",79a73303-b25f-471f-8d5b-b04c2f3409fe,24.594400001660688
q5,semantic,1,Why must clinical-trial researchers account for multiplicity when a study evaluates multiple endpoints?,"Testing multiple endpoints creates multiple opportunities for a false-positive conclusion and can inflate the overall Type I error rate, so the study's statistical analysis should use an appropriate multiplicity-control strategy.",fda_clinical_trial_endpoints.txt,fda_clinical_trial_endpoints.txt,True,0.6940458956327572,0.6940458956327572,11697,1. Primary Endpoint Family The endpoint(s) that establish the effect(s) of the drug and will be the basis for concluding that the study meets its objective are...,0561cf3e-22da-4fb7-bcee-9b97db62c8b1,18.77299999978277
q5,semantic,2,Why must clinical-trial researchers account for multiplicity when a study evaluates multiple endpoints?,"Testing multiple endpoints creates multiple opportunities for a false-positive conclusion and can inflate the overall Type I error rate, so the study's statistical analysis should use an appropriate multiplicity-control strategy.",fda_clinical_trial_endpoints.txt,fda_clinical_trial_endpoints.txt,True,0.6907700846510274,0.6907700195871161,853,"Each of these methods has advantages and disadvantages, and the selection of suitable strategies and methods is a challenge that should be addressed at the stud...",3124b78b-2cf9-4e23-8f52-eafed06868a0,18.77299999978277
q5,semantic,3,Why must clinical-trial researchers account for multiplicity when a study evaluates multiple endpoints?,"Testing multiple endpoints creates multiple opportunities for a false-positive conclusion and can inflate the overall Type I error rate, so the study's statistical analysis should use an appropriate multiplicity-control strategy.",fda_clinical_trial_endpoints.txt,fda_clinical_trial_endpoints.txt,True,0.6530517166970001,0.6530517166970001,8741,"3. Composite Endpoints There are some disorders for which more than one clinical outcome in a clinical trial is important, and all outcomes are expected to be a...",67395dd2-e875-4723-96b9-eb78585d05be,18.77299999978277
q5,semantic,4,Why must clinical-trial researchers account for multiplicity when a study evaluates multiple endpoints?,"Testing multiple endpoints creates multiple opportunities for a false-positive conclusion and can inflate the overall Type I error rate, so the study's statistical analysis should use an appropriate multiplicity-control strategy.",fda_clinical_trial_endpoints.txt,fda_clinical_trial_endpoints.txt,True,0.6210690974234565,0.6210691128895333,1071,III. MULTIPLE ENDPOINTS: GENERAL PRINCIPLES A. The Hierarchy of Families of Endpoints Endpoints in adequate and well-controlled drug trials are usually grouped...,c0eb87c9-80b0-4d50-a63c-bb5245be3eb8,18.77299999978277
q5,semantic,5,Why must clinical-trial researchers account for multiplicity when a study evaluates multiple endpoints?,"Testing multiple endpoints creates multiple opportunities for a false-positive conclusion and can inflate the overall Type I error rate, so the study's statistical analysis should use an appropriate multiplicity-control strategy.",fda_clinical_trial_endpoints.txt,fda_clinical_trial_endpoints.txt,True,0.5948476985337398,0.5948477398848987,1114,"When there is a family of endpoints (discussed in section III.A.), the probability of erroneously finding a statistically significant treatment effect in at lea...",6cd46f6f-0930-42e9-968f-4a4c943d5ee1,18.77299999978277
